2.4 2.4 1.2 3.6 1.4 0.699999 0.35 1.05 
2.41 2.41 1.205 3.615 1.41 0.704999 0.3525 1.0575 
2.42 2.42 1.21 3.63 1.42 0.709999 0.355 1.065 
2.43 2.43 1.215 3.645 1.43 0.714999 0.3575 1.0725 
2.44 2.44 1.22 3.66 1.44 0.719999 0.36 1.08 
2.45 2.45 1.225 3.675 1.45 0.724999 0.3625 1.0875 
2.46 2.46 1.23 3.69 1.46 0.729999 0.365 1.095 
2.47 2.47 1.235 3.705 1.47 0.734999 0.3675 1.1025 
2.48 2.48 1.24 3.72 1.48 0.739999 0.37 1.11 
2.49 2.49 1.245 3.735 1.49 0.744999 0.3725 1.1175 
2.5 2.5 1.25 3.75 1.5 0.749999 0.375 1.125 
2.51 2.51 1.255 3.765 1.51 0.754999 0.3775 1.1325 
2.52 2.52 1.26 3.78 1.52 0.759999 0.38 1.14 
2.53 2.53 1.265 3.795 1.53 0.764999 0.3825 1.1475 
2.54 2.54 1.27 3.81 1.54 0.769999 0.385 1.155 
2.55 2.55 1.275 3.825 1.55 0.774999 0.3875 1.1625 
2.56 2.56 1.28 3.84 1.56 0.779999 0.39 1.17 
2.57 2.57 1.285 3.855 1.57 0.784999 0.3925 1.1775 
2.58 2.58 1.29 3.87 1.58 0.789999 0.395 1.185 
2.59 2.59 1.295 3.885 1.59 0.794999 0.3975 1.1925 
2.6 2.6 1.3 3.9 1.6 0.799999 0.399999 1.2 
2.61 2.61 1.305 3.915 1.61 0.804999 0.402499 1.2075 
2.62 2.62 1.31 3.93 1.62 0.809999 0.404999 1.215 
2.63 2.63 1.315 3.945 1.63 0.814999 0.407499 1.2225 
2.64 2.64 1.32 3.96 1.64 0.819999 0.409999 1.23 
2.65 2.65 1.325 3.975 1.65 0.824999 0.412499 1.2375 
2.66 2.66 1.33 3.99 1.66 0.829999 0.414999 1.245 
2.67 2.67 1.335 4.005 1.67 0.834999 0.417499 1.2525 
2.68 2.68 1.34 4.02 1.68 0.839999 0.419999 1.26 
2.69 2.69 1.345 4.035 1.69 0.844999 0.422499 1.2675 
2.7 2.7 1.35 4.05 1.7 0.849999 0.424999 1.275 
2.71 2.71 1.355 4.065 1.71 0.854999 0.427499 1.2825 
2.72 2.72 1.36 4.08 1.72 0.859999 0.429999 1.29 
2.73 2.73 1.365 4.095 1.73 0.864999 0.432499 1.2975 
2.74 2.74 1.37 4.11 1.74 0.869999 0.434999 1.305 
2.75 2.75 1.375 4.125 1.75 0.874999 0.437499 1.3125 
2.76 2.76 1.38 4.14 1.76 0.879999 0.439999 1.32 
2.77 2.77 1.385 4.155 1.77 0.884999 0.442499 1.3275 
2.78 2.78 1.39 4.17 1.78 0.889999 0.444999 1.335 
2.79 2.79 1.395 4.185 1.79 0.894999 0.447499 1.3425 
2.8 2.8 1.4 4.2 1.8 0.899999 0.449999 1.35 
2.81 2.81 1.405 4.215 1.81 0.904999 0.452499 1.3575 
2.82 2.82 1.41 4.23 1.82 0.909999 0.454999 1.365 
2.83 2.83 1.415 4.245 1.83 0.914999 0.457499 1.3725 
2.84 2.84 1.42 4.26 1.84 0.919999 0.459999 1.38 
2.85 2.85 1.425 4.275 1.85 0.924999 0.462499 1.3875 
2.86 2.86 1.43 4.29 1.86 0.929999 0.464999 1.395 
2.87 2.87 1.435 4.305 1.87 0.934999 0.467499 1.4025 
2.88 2.88 1.44 4.32 1.88 0.939999 0.469999 1.41 
2.89 2.89 1.445 4.335 1.89 0.944999 0.472499 1.4175 
